Job ID,Job Title,Salary Estimate,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
p29j21,Data Scientist,$78K - $145K (Glassdoor est.),"POSITION PURPOSE
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.
As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.

MAJOR TASKS, RESPONSIBILITIES AND KEY ACCOUNTABILITIES
55% Solution Development - Design and develop algorithms and models to use against large datasets to create business insights; Participates in large data analytics project teams by serving as a technical lead for analytics projects; May lead small projects and work independently on solution development; Execute tasks with high levels of efficiency and quality; Make appropriate selection, utilization and interpretation of advanced analytical methodologies
20% Communicating Results - Effectively communicate insights and recommendations to both technical and non-technical leaders and business customers/partners; Present recommendations in a confident manner in order to influence execution of recommendation; Prepare reports, updates and/or presentations related to progress made on a project or solution; Clearly communicate impacts of recommendations to drive alignment and appropriate implementation
10% Business Collaboration - Incorporate business knowledge into solution approach; Effectively develop trust and collaboration with internal customers and cross-functional teams; Work with project teams and business partners to determine project goals
15% Technical Exploration & Development - Seek further knowledge on key developments within data science, technical skill sets, and additional data sources; Participate in the continuous improvement of data science and analytics by developing replicable solutions (for example, codified data products, project documentation, process flowcharts) to ensure solutions are leveraged for future projects; Build and maintain library of reusable algorithms for future use, ensuring developed codes are documented

NATURE AND SCOPE
This position typically reports to Manager or above
This position has 0 Direct Reports and leads/manages projects

ENVIRONMENTAL JOB REQUIREMENTS
Environment:
Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.
Travel:
Typically requires overnight travel less than 10% of the time.
Additional Environmental Job Requirements: MINIMUM QUALIFICATIONS
Must be eighteen years of age or older.
Must be legally permitted to work in the United States.

Education Required:
The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job.

Years of Relevant Work Experience: 3 years

Physical Requirements:
Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.

Additional Qualifications:

Preferred Qualifications:

Knowledge, Skills, Abilities and Competencies:",Home Depot / THD,3.9,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
p29j22,Data Scientist,$83K - $133K (Glassdoor est.),"When you join Verizon



Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.









Be a part of the team that identifies opportunities for using data analysis to enhance the Verizon Internal Audit team’s role.








You’ll need to have:
Even better if you have:








We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best.Check out our page to learn more.",Verizon,4.0,"Ashburn, VA",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
p29j24,Data Scientist,$80K - $135K (Glassdoor est.),"About Lyndra:

Lyndra Therapeutics is a clinical-stage biopharmaceutical company that is making daily pills a thing of the past. Our team has developed the first ultra-long acting pill that lasts a week or longer and can provide a wide range of medicines in a familiar oral capsule form. Our near-term focus is on addressing unmet needs where compliance is a documented issue and weekly or monthly doses would improve medication adherence and health outcomes. Lyndra’s current pipeline includes therapies for Alzheimer’s disease, HIV, opioid use disorder, and schizophrenia.

Lyndra is looking for a Data Scientist who will support our R&D team with insights gained from analyzing company data.",Lyndra Therapeutics,4.2,"Watertown, MA",1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
p29j25,Data Scientist,$85K - $152K (Glassdoor est.),"Thrive Global is developing a state-of-the-art measurement and behavior change tool to impact individual and organizational well-being and productivity. The marriage of data and analytics, our best-in-class content and science-backed behavior change IP will help people go from knowing what to do to actually doing it, enabling millions of consumers to begin the Thrive behavior change journey. We’re building a dynamic tech team with a passion for our mission and top-notch skills to help us make this a reality.

As a Data Scientist, your mission is to help use data and analytics to power our product and better the lives of people around the world. You will have the opportunity to influence strategic decision-making across the organization and be responsible for embedding customer data and insights into key business initiatives including the strategic planning process and product roadmap.",Thrive Global,3.8,"New York, NY",51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
p29j26,Data Scientist,$78K - $135K (Glassdoor est.),"Steward Health Care Network (SHCN) takes pride in its community-based care model, which drives value-added tools and services to our communities, patients, physicians, and hospitals across the continuum of care. In addition, Steward Health Care Network promotes care coordination and collaboration within the network in order to provide high-quality, efficient care to patients. With Steward in the community, all residents can be sure that there is a world class doctor close to where they live.
The network is also responsible for the implementation and execution of our managed care contracts, medical management services, quality improvement programs, data analysis, and information services.
Position Purpose: Reporting to the Director of Health Informatics, the Business Analyst - Data Science will be responsible for supporting machine learning (ML) and artificial intelligence (AI) initiatives from our robust Enterprise Data Warehouse, as well as other data sources. This role will be a key resource in building our Data Science team, testing and implementing new machine learning initiatives. As this is a new position, the incumbent will help shape the role and process that defines success.


Location: Steward Health Care Network · 1301.72330 Steward Health Care Network
Schedule: Full Time, Day Shift, Mon-Fri",Steward Health Care Network,2.8,"Needham, MA",10000+ Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
p29j29,Data Scientist,$73K - $120K (Glassdoor est.),"Job Summary
Responsible for leveraging internal and external data to provide insights and information which supports a facts-based decision making process. Provides input into strategy, analysis methods and tool selection. Works with moderate guidance in own area of knowledge.
Job Description
Core Responsibilities
Develop and deploy predictive models based on historical data that provide future predictions about customer behavior.
Develop data mining, machine learning, statistical and graph-based algorithms designed to analyze massive data sets for business insights and partner with the data engineering team to ensure proper implementation and usage of algorithms.",Comcast,3.9,"Philadelphia, PA",10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
p29j30,Data Scientist,$83K - $163K (Glassdoor est.),"Inflammatix is seeking an exceptional and highly motivated Data Scientist to participate as a key member on our Machine Learning Team. We are looking for a scientist excited about the opportunity to make an immediate impact and help us create and curate training sets for Inflammatix machine learning workflows, develop pre-processing and other algorithms, as well as software for analysis of gene expression data. The successful candidate will be a key member of the ML team and responsible for activities that are critical for the development of our clinical diagnostic products for infectious and other diseases. This position reports to the Senior Machine Learning Scientist.

PRIMARY RESPONSIBILITIES:
Building Inflammatix datasets and developing pre-processing, normalization and other algorithms",Inflammatix,4.8,"Burlingame, CA",51 to 200 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD)
p29j31,Data Scientist,$67K - $135K (Glassdoor est.),"Maximize your potential with IntelliGenesis!
IntelliGenesis LLC has supported Department of Defense and Intelligence Community customers for over thirteen years by providing next generation capabilities for: Offensive & Defensive Cyber Services, National Security Cyber Training, Data Science & Decision-Making Analytics, Intelligence Analysis, and Intelligence Solutions Engineering.
IntelliGenesis offers an extremely competitive and generous benefits package that provides employees with both professional and personal satisfaction and growth while keeping focus on supporting the mission. Additionally, our employees enjoy a company culture that emphasizes the importance of family and work/life balance. Our benefits include: Medical, Dental and Vision Insurance, 25 days of PTO with the option to purchase up to an additional 5 days, 12 paid holidays, up to 10% 401k m atch, Annual Individual Technology Budget, Unlimited Education/Training Reimbursements, and much more!","IntelliGenesis, LLC",4.6,"San Antonio, TX",51 to 200 Employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
p29j32,Data Scientist,$122K - $137K (Glassdoor est.),"Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world.

As a Data Scientist, you will apply strong expertise in AI through the use of machine learning, data mining, and information retrieval to design, prototype, and build next generation advanced analytics engines and services. You will collaborate with cross-functional teams and business partners to define the technical problem statement and hypotheses to test. You will develop efficient and accurate analytical models which mimic business decisions and incorporate those models into analytical data products and tools. You will have the opportunity to drive current and future strategy by leveraging your analytical skills as you ensure business value and communicate the results.



This position offers an excellent opportunity for significant career development in a fast-growing and challenging entrepreneurial environment with a high degree of individual responsibility.",Tiger Analytics,4.4,"Dallas, TX",501 to 1000 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
p30j2,Staff Data Scientist,$95K - $153K (Glassdoor est.),"Category: Research and Sciences
Location: Herndon, Virginia
US Citizenship Required for this Position: Yes
Clearance Type: Polygraph
Telecommute: Yes –May Consider Occasional/Part Time Teleworking for this position
Shift: 1st Shift
Travel Required: Yes, 10 % of the Time
Positions Available: 1",Northrop Grumman,4.0,"Herndon, VA",10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
p30j3,Data Scientist,$83K - $153K (Glassdoor est.),"About us
At WorkFusion, we build software that is changing the world and transforming workplaces. Our technology automates repetitive, data-intensive work so people can be freed from the mundane to pursue the meaningful, companies can grow further, and customers can be served faster and better.
WorkFusion is increasingly recognized as the world leader in industry-specific process automation, offering AI-powered software with particular focus on the needs of banking, financial services, and insurance enterprises. Our Intelligent Automation Cloud combines RPA, machine learning and analytics in one unrivaled platform that can be deployed quickly and scale without limit. We compete in the world’s fastest-growing software segment and we are growing at record pace with customers spanning the globe.
As the health and safety of our teams is always a primary concern, we are currently a primarily remote workforce worldwide. Officially, our headquarters is in New York City (on Wall Street) with additional hubs in Canada, Europe and Asia.",WorkFusion,3.5,"Boston, MA",201 to 500 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
p30j4,Data Scientist,$50K - $90K (Glassdoor est.),"General Responsibilities:
Data Scientist - Business Insights / Analytics

You will work on building data science products to enable increased customer retention, improved customer experiences, personalized, robust customer communications, and optimization of marketing investments. This role is responsible for generating insights and recommendations from Hertz’s rich history of observational data. Working closely with management and senior level data scientists, the Data Scientist will build descriptive, predictive, and prescriptive models with the ultimate goal of maximizing profit and gaining a competitive advantage in the market.
Essential Requirements:
Key Responsibilities:








:",Hertz,3.0,"Estero, FL",10000+ Employees,1918,Company - Public,Car Rental,Travel & Tourism,$5 to $10 billion (USD)
p30j7,Data Scientist,$80K - $142K (Glassdoor est.),"Are you looking for a unique, truly innovative role? What if it could be with one of the most impactful IT companies in the world? Then we have the right opportunity—we are looking for a Data Scientist within HPE Global IT to join us!
Position Summary:
HPE Global IT is a dynamic organization enabling the enterprise to innovate and lead the industry with our consumption-based IT transformation and our consulting, financial, educational, and operational services. Join us and revolutionize how we help customers simplify their operations and move the world forward.
The Data Scientist will be an analytical expert within statistical modelling, creating best practices for applying analytic methods to problem domains and embeds analytics into client’s business processes and applications. Will leverage business acumen and scientific methods to solve business problems.
1082870",Hewlett Packard Enterprise,4.0,"Dallas, TX",10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
p30j8,Data Scientist,$69K - $138K (Glassdoor est.),"Valiance is an AI/ML company working with early stage/growth startups to create IP lead decision products using data science, machine learning and cloud.
We WORK with:
Product Teams to improve product features using machine learning
Business Leaders on problem analysis
Data Science & Technology Teams for data engineering, model development &deployment
We expect our team members to be problem solvers in their respective fields and bring ideas to the table.
Why Join Us",Valiance Solutions,4.0,"New York, NY",1 to 50 Employees,2014,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
p30j10,Data Scientist,$68K - $128K (Glassdoor est.),"SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.
Job Description
This position will be based at Sandy Hook, Connecticut or the Chelsea district of Manhattan
The Data Scientist– AI/Machine Learning role is responsible for understanding data, machine learning and incorporating it within our product.",SS&C Technologies,3.1,"Newtown, CT",10000+ Employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
p30j11,Data Scientist,$89K - $143K (Glassdoor est.),"Exponent is a leading engineering and scientific consulting firm that brings together more than 90 different disciplines to solve the most pressing and complicated challenges facing stakeholders today. Our vision is to engage the brightest scientists and engineers to empower clients with solutions for a safe, healthy, sustainable and technologically complex world. We leverage over 50 years of experience in analyzing accidents and failures to advise clients as they innovate their technologically complex products and processes, ensure the safety and health of their users, and address the challenges of sustainability.
We offer opportunities for you to expand your engineering or scientific knowledge amidst experts from top programs at over 500 universities. At Exponent, you will apply your experience, technical skills, and prior academic research to a fulfilling career in consulting. You will have the opportunity to develop continuously through formal and informal development programs, coaching and mentoring, and involvement in a wide array of projects. We are excited about your interest in joining our growing team!",Exponent,3.6,"Menlo Park, CA",1001 to 5000 Employees,1967,Company - Public,Consulting,Business Services,$100 to $500 million (USD)
p30j12,Data Scientist,$78K - $136K (Glassdoor est.),"Peraton Overview

Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the worlds leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our 22,000 employees do the cant be done, solving the most daunting challenges facing our customers.

We are an Equal Opportunity/Affirmative Action Employer. We consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law.

As a government contractor, Peraton abides by the following provision



The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractors legal duty to furnish information. 41 CFR 60-1.35(c).









Seeking an analysis-driven candidate to join Peratons dynamic Performance Engineering and Analysis team, a recognized Intelligence Community leader with decades of expertise in providing customers with data-driven analysis shaping the future IC architecture. Our team seeks to influence acquisition and future strategy planning via analysis of transactional data and other inputs to assess the relative reach and value of content, capabilities and platforms in a unique environment.

The ideal candidate will use operations research and data science analytics using commercial off-the-shelf and custom software to analyze the customers databases which are growing over billions of transaction records. The successful candidate will leverage various statistical analysis and simulation methods to characterize and visualize end-to-end visibility and impact for complex systems and hundreds of end users to provide optimization solutions for current and future enterprise architecture.",Perspecta,3.5,"Springfield, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
p30j13,Data Scientist,$67K - $125K (Glassdoor est.),"MetroStar Systems is an award winning IT management consulting firm that works with over 20 public sector clients across law enforcement, foreign affairs, military, and regulatory. We're a group of self-starters who've deliver solutions for citizens, warfighters, and government executives striving for digital transformation across the Government.

We are looking for a Senior Data Scientist that is passionate about research, design, develop, and test various AI/ML frameworks and models.

You're a great fit if:
You enjoy working with team members, IT business partners, and AWS infrastructure/technology teams to meet customer requirements
You understand end-end delivery of automation/AI use cases from pilot/design to release


Applicants selected may be subject to a government security investigation and must meet eligibility requirements for potential access to classified information. Accordingly, US Citizenship is required.",MetroStar,3.7,"Reston, VA",201 to 500 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
p30j14,Data Scientist,$72K - $126K (Glassdoor est.),"What Will You Be A Part Of?
As a Data Scientist, you will be part of a team dedicated to increasing business efficiency of a Fortune 200 Company. This new position provides an exciting way for an experienced. Data Scientist to employ a cross section of machine learning and analytic processes to develop algorithms that will improve efficiency and drive revenue. You will quickly grasp the complex business priorities and marketing objectives to translate them into algorithms and communicate the results to stakeholders with varying degree of technical background. You will be challenged to develop new analytic capabilities to a wide variety of projects, identifying revenue and lead opportunities and recommending the best marketing actions based on predictive modeling.
What Will You Do?",Thermo Fisher Scientific,3.8,"Boston, MA",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
p30j15,Data Scientist,$83K - $138K (Glassdoor est.),"Job Description

At IRI, we deliver growth to clients based on big data—our predictive analytics and forward-thinking insights help CPG, OTC, health care, retailers, and media companies remain relentlessly relevant, capture marketing share, connect with consumers, and deliver market-leading growth. The convergence of our proprietary, on-demand cloud-based technology and our client-focused colleagues leads to a seismic shift in drivers of success in all industries.
For IRI colleagues, we focus on the moments that matter. From meaningful work and impact to continuous improvement we challenge ourselves to grow both professionally and personally. You’ll feel a true sense of connection and purpose in your work and will craft the direction of your career in a highly personalized way. No matter the department you join, you’ll find yourself constantly growing and developing the skills of the future to deliver client growth. We believe in the undeniable strength that diverse people, culture, thought and skill bring to our business, our clients, our people and our communities. We are committed to nurturing a dynamic culture that embraces and celebrates openness, collaboration, creativity, equity, inclusivity and growth for all.

Responsibilities:",IRI,3.5,"Chicago, IL",1001 to 5000 Employees,1979,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
p30j16,Data Scientist,$59K - $113K (Glassdoor est.),"Data Scientist
$2,500 bonus for new employees who start by June 30, 2021*
Certified Collectibles Group (CCG) is seeking an experienced Data Scientist supporting our fast-paced domestic and international multi-company organization.
Specific responsibilities include:
Analyzing internal processes such as receiving, grading, and shipping
Membership analysis - signups, churn, upgrades
Competitor analysis
User cohort analysis
Predictive modelling
Data structuring",Certified Collectibles Group,4.1,"Sarasota, FL",201 to 500 Employees,1987,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
p30j17,Data Scientist,$87K - $146K (Glassdoor est.),"Data Scientist-268540
Federal Reserve Bank of Boston
Primary Location MA-Boston
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 5 % of the Time
Shift Day Job
Job Sensitivity Tier II CC@Hire/No CC@Rescreen
FedNow
The Federal Reserve is developing a new interbank 24x7x365 real-time gross settlement (RTGS) service with integrated clearing functionality, called the FedNow service. This service will help enable financial institutions provide their customers with the ability to send and receive payments any time, any day, and have full access to those funds within seconds. This position is a unique opportunity to be part of a new mission-critical Federal Reserve initiative that will be transformative to the payments landscape in the United States.",Federal Reserve Bank of Boston,4.2,"Boston, MA",1001 to 5000 Employees,1914,Nonprofit Organization,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
p30j18,Data Scientist,$82K - $143K (Glassdoor est.),"Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. We enable our customers to interpret the world around us by intelligently bridging the physical and digital worlds with unmatched technologies that sense, measure and connect.

Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. We enable our customers to interpret the world around us by intelligently bridging the physical and digital worlds with unmatched technologies that sense, measure and connect.",Analog Devices,3.9,"Wilmington, MA",10000+ Employees,1965,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD)
p30j25,Data Scientist,$85K - $157K (Glassdoor est.),"Looking for an innovative, creative, passionate, and fun company in OC? Then, let us introduce ourselves.Our juggernaut mobile games like Solitaire, FreeCell and Spider were present on Day 1 of the App Stores and have only continued to grow. We recently topped over 400 million downloads across our portfolio of games and are hungry to continue finding new avenues for growth.

We have been voted 2015, 2016, 2017 & 2018 Best Places to Work in Orange County by the Orange County Business Journal and OC Register! Most recently, Built In LA named us 2021's Best Midsize Companies to Work For. Headquartered in Irvine, CA., our flagship game, Solitaire, was released on the day the App Store opened in 2008. Other titles include Blackjack, FreeCell, Jigsaw Puzzle and Spider Solitaire, to name a few. Our mission is to bring JOY to others one game at a time.

Position Summary

As a Data Scientist, you will support the product team with in-depth analyses related to in-game activity, user behaviors, retention, funnel and monetization analysis, and provide insights to enhance the user experience. Your work will directly influence what features are built, prioritization of the roadmap and estimate expected return on these efforts.

You will create, develop, deploy, monitor, present and maintain machine learning models, recommendation system, deep learning models and other models on real business data to support product efforts to drive user retention and in-game monetization. In addition to the product team, you will work closely with the DBAs, Marketing, and Monetization teams to create actionable insights.",MobilityWare,4.3,"Irvine, CA",51 to 200 Employees,1990,Company - Private,Video Games,Media,Unknown / Non-Applicable
p30j26,Senior Data Scientist,$64K - $118K (Glassdoor est.),"Relocation Assistance Offered Within Country
# 99623 - Topeka, Kansas, United States

We are looking for a Senior Data Scientist who will support our cross-functional teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the efficiency of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They should have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with partners to improve business outcomes.",Hill's Pet Nutrition,4.2,"Topeka, KS",1001 to 5000 Employees,1907,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
p30j27,Data Scientist,$70K - $113K (Glassdoor est.),"This position will support the US Government and by utilizing a groundbreaking new approach to providing software products to our customers in a new consumable approach. The contract team is in search of an exceptional Data Scientist with a real passion for taking on important problems for both Cisco and our customers. At Cisco, your potential to tackle big problems and build phenomenal products will change the world and make our nation safer.

Personal skill set:
Become a productive member of our small, highly-motivated engineering team
Have ability to bring innovation and order to complex technical situations
Make core technical contributions to software systems implementing customer-oriented highly-secure user-facing web apps
An ideal candidate will have a strong knowledge of Data Science, Machine Learning and Artificial Intelligence frameworks with a good understanding on making sense of disparate data sources to produce actionable results.



You are self-motivated, results-driven and engaged. You are passionate about development and enjoy collaborating in team-based environments. You have fun learning new technologies. You want to get to the bottom of things, understand what’s going on, and make a difference. You are someone who doesn’t give up when faced with complex problems.",Cisco Systems,4.3,"Herndon, VA",10000+ Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD)
p30j28,Data Scientist,$76K - $149K (Glassdoor est.),"Overview:
Noblis and our wholly owned subsidiary, Noblis ESI, tackle the nation's toughest problems and apply advanced solutions to our clients' most critical missions. We bring the best of scientific thought, management and engineering expertise together in an environment of independence and objectivity to deliver enduring impact on federal missions. Noblis works with a wide range of government clients in the defense, intelligence and federal civil sectors. Learn more at Noblis -About Us

Why work at a Noblis company?
Our employees find greater meaning in their work and balance the other things in life that matter to them. Our people are our greatest asset. They are exceptionally skilled, knowledgeable, team-oriented, and mission-driven individuals who want to do work that matters and benefits the public. Noblis has won numerous workplace awards. Noblis maintains a drug-free workplace.

Responsibilities:



Qualifications:



Client Engagement: · Learn about the Noblis business development lifecycle, processes, tools, and account structure · Contribute specialized domain or technical content to proposal sections or client white papers · Build a productive relationship with your client and understand their structure and goals",Noblis,4.3,"Lorton, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
p30j30,Data Scientist,$79K - $137K (Glassdoor est.),"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.",Epsilon,3.6,"New York, NY",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
p30j31,Data Scientist,$70K - $132K (Glassdoor est.),"If you are an enthusiastic individual who likes to work on a range of cutting-edge problems, in a unique field that brings together big data, machine learning, information retrieval and software development, Bilin Technology is looking for a Data Scientist to join our Engineering team in Boston MA
You will be a key member of the data science team with potential to grow into a bigger role.
Our work spans from information retrieval to real-time computation of core optimization algorithms, post-hoc data modeling, analysis and reporting.
Our research and development efforts focus on developing new capabilities to meet the expanding scope of our business, as well as improving the performance and scalability of our current optimization and measurement platform.",Bilin Technology,5.0,"Boston, MA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
